sale_rcn_id,name,amount,amount_sqm,floor_number,rooms_number,type,currency,size,creation_date,invest_name,invest_city
249571,146518_8.0713.18_BUD.41_LOK,610000.0,13744.93,1,3,mieszkalna,PLN,44.38,2025-10-22,Aleja Prymasa Tysiąclecia 85,Warszawa
68389,146505_8.0207.75_BUD.7_LOK,1400000.0,23333.33,4,3,mieszkalna,PLN,60.0,2018-08-07,Ulica Antoniego Edwarda Odyńca 13,Warszawa
250720,146504_8.0510.43_BUD.8_LOK,640000.0,17592.08,3,3,mieszkalna,PLN,36.38,2025-10-22,Ulica Jana Kasprowicza 19,Warszawa
253495,146516_8.1026.113_BUD.27_LOK,1300000.0,23049.65,6,3,mieszkalna,PLN,56.4,2025-10-22,Ulica Krzysztofa Kieślowskiego 3E,Warszawa
254591,146503_8.0122.210_BUD.117_LOK,1115000.0,14113.92,3,4,mieszkalna,PLN,79.0,2025-10-22,Ulica Światowida 57,Warszawa
236998,146505_8.0236.5_BUD.282_LOK,690000.0,20228.67,9,2,mieszkalna,PLN,34.11,2025-10-22,Ulica Bukowińska 12,Warszawa
133499,146505_8.0802.1061_BUD.41_LOK,1870000.0,22309.71,2,3,mieszkalna,PLN,83.82,2019-06-12,Ulica Jana Pawła Woronicza 31,Warszawa
247350,146503_8.0306.9_BUD.702_LOK,580000.0,12236.29,9,3,mieszkalna,PLN,47.4,2025-10-22,Ulica Ceramiczna 18,Warszawa
239341,146503_8.0410.133_BUD.5_LOK,1050000.0,14536.9,1,4,mieszkalna,PLN,72.23,2025-10-22,Ulica Dziatwy 20B,Warszawa
246935,146518_8.0318.14_BUD.51_LOK,620000.0,16234.62,6,3,mieszkalna,PLN,38.19,2025-10-22,Ulica Syreny 9,Warszawa
248590,146510_8.0102.2_BUD.76_LOK,2001286.0,17524.4,16,4,mieszkalna,PLN,114.2,2025-10-22,Aleja Jana Pawła II 80,Warszawa
239661,146507_8.0518.5_BUD.62_LOK,860000.0,16023.85,7,2,mieszkalna,PLN,53.67,2025-10-22,Ulica Marii Rodziewiczówny 1,Warszawa
247270,146503_8.0114.16_BUD.35_LOK,449000.0,8552.38,4,3,mieszkalna,PLN,52.5,2025-10-22,Ulica Pasłęcka 12E,Warszawa
252734,146503_8.1636.213_BUD.16_LOK,940000.0,13642.96,4,4,mieszkalna,PLN,68.9,2025-10-22,Ulica Skarbka Z Gór 15A,Warszawa
252432,146507_8.0120.7_BUD.102_LOK,390000.0,14391.14,11,2,mieszkalna,PLN,27.1,2025-10-22,Aleja Stanów Zjednoczonych 26,Warszawa
237049,146518_8.0609.37_BUD.11_LOK,703000.0,14494.85,3,3,mieszkalna,PLN,48.5,2025-10-22,Ulica Magistracka 29,Warszawa
250403,146516_8.1037.43_BUD.51_LOK,1320000.0,14585.64,4,3,mieszkalna,PLN,90.5,2025-10-22,Ulica Adama Branickiego 10,Warszawa
250944,146505_8.0415.2_BUD.90_LOK,630000.0,13907.28,4,3,mieszkalna,PLN,45.3,2025-10-22,Ulica Wolfganga Amadeusza Mozarta 3,Warszawa
254069,146508_8.1202.137_BUD.171_LOK,1237220.0,19955.16,1,3,mieszkalna,PLN,62.0,2025-10-22,Ulica Namysłowska 6B,Warszawa
254068,146508_8.1202.137_BUD.175_LOK,951415.1,18858.57,2,3,mieszkalna,PLN,50.45,2025-10-22,Ulica Namysłowska 6B,Warszawa
254000,146508_8.1202.137_BUD.63_LOK,923023.0,19970.21,4,3,mieszkalna,PLN,46.22,2025-10-22,Ulica Namysłowska 6B,Warszawa
249351,146503_8.0109.142_BUD.76_LOK,493462.0,13218.91,6,2,mieszkalna,PLN,37.33,2025-10-22,Ulica Winorośli 3,Warszawa
251294,146503_8.0109.142_BUD.71_LOK,410772.0,11726.29,5,2,mieszkalna,PLN,35.03,2025-10-22,Ulica Winorośli 3,Warszawa
251293,146503_8.0109.142_BUD.69_LOK,406270.0,13688.34,5,1,mieszkalna,PLN,29.68,2025-10-22,Ulica Winorośli 3,Warszawa
249350,146503_8.0109.142_BUD.85_LOK,350604.0,13407.42,7,1,mieszkalna,PLN,26.15,2025-10-22,Ulica Winorośli 3,Warszawa
248303,146512_8.0909.384_BUD.151_LOK,405000.0,11617.9,3,2,mieszkalna,PLN,34.86,2025-10-22,Ulica Herbu Oksza 9,Warszawa
240790,146518_8.0711.70_BUD.288_LOK,650999.85,21000.0,3,1,mieszkalna,PLN,31.0,2025-10-22,Ulica Redutowa 11A,Warszawa
252748,146507_8.0211.179_BUD.154_LOK,642443.53,14947.5,5,2,mieszkalna,PLN,42.98,2025-10-22,Ulica Siennicka 33,Warszawa
240789,146518_8.0711.70_BUD.242_LOK,1210478.75,17999.68,4,3,mieszkalna,PLN,67.25,2025-10-22,Ulica Redutowa 11A,Warszawa
248815,146518_8.0711.70_BUD.209_LOK,1566292.0,17108.6,8,4,mieszkalna,PLN,91.55,2025-10-22,Ulica Redutowa 11A,Warszawa
248816,146518_8.0711.70_BUD.332_LOK,1901797.2,19806.26,9,3,mieszkalna,PLN,96.02,2025-10-22,Ulica Redutowa 11A,Warszawa
242137,146518_8.0104.194_BUD.255_LOK,1498918.6,33958.28,16,1,mieszkalna,PLN,44.14,2025-10-22,Ulica Krochmalna 61,Warszawa
239299,146512_8.1108.438_BUD.72_LOK,842336.54,14381.71,4,3,mieszkalna,PLN,58.57,2025-10-22,Ulica Wiosny Ludów 1C,Warszawa
239298,146512_8.1108.438_BUD.31_LOK,589926.0,16105.0,2,2,mieszkalna,PLN,36.63,2025-10-22,Ulica Wiosny Ludów 1B,Warszawa
239300,146512_8.1108.438_BUD.1_LOK,1006316.24,13659.78,1,3,mieszkalna,PLN,73.67,2025-10-22,Ulica Wiosny Ludów 1A,Warszawa
248814,146518_8.0711.71_BUD.95_LOK,1216644.0,15874.79,1,4,mieszkalna,PLN,76.64,2025-10-22,Ulica Redutowa 11,Warszawa
255489,146514_8.1139.21_BUD.302_LOK,520000.0,13874.07,4,2,mieszkalna,PLN,37.48,2025-10-22,Ulica Dzięcieliny 15,Warszawa
216743,146512_8.0909.367_BUD.39_LOK,870000.0,21318.3,2,2,mieszkalna,PLN,40.81,2024-11-20,Ulica Giserska 11,Warszawa
246739,146517_8.0826.101_BUD.7_LOK,559678.39,7379.73,4,3,mieszkalna,PLN,75.84,2025-10-22,Aleje Jerozolimskie 196B,Warszawa
247268,146507_8.0525.51_BUD.35_LOK,470000.0,12368.42,6,3,mieszkalna,PLN,38.0,2025-10-22,Ulica Cyrklowa 6,Warszawa
242057,146507_8.0414.65_BUD.6_LOK,700000.0,16990.29,2,3,mieszkalna,PLN,41.2,2025-10-22,Ulica Hetmańska 2A,Warszawa
239669,146507_8.0506.9_BUD.4_LOK,815000.0,15282.21,1,2,mieszkalna,PLN,53.33,2025-10-22,Ulica Czapelska 28A,Warszawa
256620,146511_8.0903.24_BUD.30_LOK,635000.0,13694.2,2,3,mieszkalna,PLN,46.37,2025-10-22,Ulica Malborska 16E,Warszawa
249572,146518_8.0610.13_BUD.12_LOK,450000.0,13719.51,1,2,mieszkalna,PLN,32.8,2025-10-22,Ulica Antoniego Dobiszewskiego 3,Warszawa
250635,146504_8.0604.84_BUD.28_LOK,963498.41,21808.47,4,2,mieszkalna,PLN,44.18,2025-10-22,Ulica Literacka 7,Warszawa
252750,146507_8.0211.180_BUD.37_LOK,633932.46,18143.46,1,1,mieszkalna,PLN,34.94,2025-10-22,Ulica Iławska 4,Warszawa
243999,146503_8.0303.49_BUD.52_LOK,992200.0,15478.94,4,3,mieszkalna,PLN,64.1,2025-10-22,Ulica Talarowa 3,Warszawa
250633,146504_8.0604.83_BUD.55_LOK,1342034.44,19976.7,5,3,mieszkalna,PLN,67.18,2025-10-22,Ulica Literacka 7A,Warszawa
243826,146503_8.0309.42_BUD.158_LOK,827969.92,11082.45,5,2,mieszkalna,PLN,74.71,2025-10-22,Ulica Szafrańców 5,Warszawa
255220,146512_8.0909.377_BUD.3_LOK,627223.36,14838.5,1,2,mieszkalna,PLN,42.27,2025-10-22,Ulica Giserska 21,Warszawa
253318,146512_8.0909.377_BUD.24_LOK,626622.5,14862.96,6,2,mieszkalna,PLN,42.16,2025-10-22,Ulica Giserska 21,Warszawa
248285,146516_8.1037.89_BUD.157_LOK,1003734.54,16171.01,2,3,mieszkalna,PLN,62.07,2025-10-22,Ulica Jerzego Holzera 4,Warszawa
248286,146516_8.1037.89_BUD.184_LOK,942104.93,15117.22,5,3,mieszkalna,PLN,62.32,2025-10-22,Ulica Jerzego Holzera 4,Warszawa
248284,146516_8.1037.89_BUD.56_LOK,1015304.5,15854.22,2,4,mieszkalna,PLN,64.04,2025-10-22,Ulica Jerzego Holzera 4,Warszawa
255146,146512_8.0909.379_BUD.62_LOK,782656.98,11845.88,7,3,mieszkalna,PLN,66.07,2025-10-22,Ulica Edwarda Habicha 5,Warszawa
237890,146514_8.1271.116_BUD.1_LOK,1200000.0,16000.0,1,3,mieszkalna,PLN,75.0,2025-10-22,Ulica Tawułkowa 5F,Warszawa
248283,146516_8.1037.89_BUD.91_LOK,1400459.41,14520.06,4,5,mieszkalna,PLN,96.45,2025-10-22,Ulica Jerzego Holzera 4,Warszawa
257404,146502_8.1305.122_BUD.49_LOK,586056.16,17515.13,4,2,mieszkalna,PLN,33.46,2025-10-22,Ulica Lazurowa 15B,Warszawa
255148,146512_8.0909.379_BUD.19_LOK,755683.75,11772.61,6,5,mieszkalna,PLN,64.19,2025-10-22,Ulica Edwarda Habicha 5,Warszawa
