,amount,floor_number,rooms_number,size,month,year,Wartość
8941,360000.0,2,2,54.14,3,2021,3.200000000000003
8942,494545.52,2,2,45.3,3,2021,3.200000000000003
8943,600524.06,3,3,56.07,3,2021,3.200000000000003
8944,600420.27,4,3,56.15,3,2021,3.200000000000003
8945,328000.0,3,2,28.97,3,2021,3.200000000000003
8946,462088.0,5,2,39.16,3,2021,3.200000000000003
8947,479424.0,2,2,49.94,3,2021,3.200000000000003
8948,784979.19,4,2,45.14,3,2021,3.200000000000003
8949,455650.37,6,3,60.77,3,2021,3.200000000000003
8950,461050.23,3,3,61.46,3,2021,3.200000000000003
8951,368900.0,1,2,36.89,3,2021,3.200000000000003
8952,414481.4,1,2,46.51,3,2021,3.200000000000003
8953,498167.56,2,4,70.75,3,2021,3.200000000000003
8954,524000.69,1,4,71.84,3,2021,3.200000000000003
8955,602741.3,2,3,65.25,3,2021,3.200000000000003
8956,338837.74,2,1,32.58,3,2021,3.200000000000003
8957,475362.4,1,2,45.54,3,2021,3.200000000000003
8958,498175.0,5,2,44.3,3,2021,3.200000000000003
8959,878000.0,4,3,68.7,3,2021,3.200000000000003
8960,253668.05,3,2,35.18,3,2021,3.200000000000003
8961,345000.0,1,2,33.77,3,2021,3.200000000000003
8962,366220.0,2,1,38.22,3,2021,3.200000000000003
8963,490144.72,3,3,58.48,3,2021,3.200000000000003
8964,325000.0,7,2,32.87,3,2021,3.200000000000003
8965,330188.0,2,2,35.76,3,2021,3.200000000000003
8966,471247.0,2,3,58.37,3,2021,3.200000000000003
8967,618181.0,2,2,43.07,3,2021,3.200000000000003
8968,624591.0,3,2,43.28,3,2021,3.200000000000003
8969,625000.0,1,4,70.97,3,2021,3.200000000000003
8970,563158.61,5,3,50.87,3,2021,3.200000000000003
8971,730256.12,3,4,70.72,3,2021,3.200000000000003
8972,749707.34,7,4,81.6,3,2021,3.200000000000003
8973,396349.69,3,3,46.01,3,2021,3.200000000000003
8974,608027.0,3,2,41.17,3,2021,3.200000000000003
8975,1104703.48,1,4,92.11,3,2021,3.200000000000003
8976,818941.76,5,3,85.35,3,2021,3.200000000000003
8977,427078.71,3,2,42.83,3,2021,3.200000000000003
8978,432132.8,1,1,27.68,3,2021,3.200000000000003
8979,470000.0,4,4,46.56,3,2021,3.200000000000003
8980,570000.0,1,4,82.31,3,2021,3.200000000000003
8981,630000.0,1,4,70.97,3,2021,3.200000000000003
8982,719000.0,1,5,97.3,3,2021,3.200000000000003
8983,687000.0,1,3,54.99,3,2021,3.200000000000003
8984,795000.0,3,3,75.53,3,2021,3.200000000000003
8985,695240.77,2,3,73.42,3,2021,3.200000000000003
8986,445327.6,4,2,44.56,3,2021,3.200000000000003
8987,519820.0,3,3,66.73,3,2021,3.200000000000003
8988,365000.0,1,4,56.46,3,2021,3.200000000000003
8989,228750.0,3,3,55.57,3,2021,3.200000000000003
8990,416500.0,2,3,44.96,3,2021,3.200000000000003
8991,299000.0,7,2,34.24,3,2021,3.200000000000003
8992,335000.0,2,3,32.74,3,2021,3.200000000000003
8993,550000.0,2,3,36.16,3,2021,3.200000000000003
8994,435000.0,4,3,50.35,3,2018,1.2999999999999972
8995,335000.0,2,4,35.6,3,2021,3.200000000000003
8996,400000.0,7,4,55.95,5,2017,1.9000000000000057
8997,655000.0,1,3,62.28,3,2021,3.200000000000003
8998,392000.0,5,2,34.6,3,2021,3.200000000000003
8999,660000.0,1,3,52.82,4,2020,3.4000000000000057
9000,848000.0,1,3,70.06,5,2020,2.9000000000000057
9001,346000.0,1,2,40.18,3,2021,3.200000000000003
9002,299000.0,2,2,29.43,3,2021,3.200000000000003
9003,690000.0,2,3,67.36,3,2021,3.200000000000003
9004,463000.0,3,2,40.59,6,2019,2.5999999999999943
9005,475000.0,4,5,75.9,3,2021,3.200000000000003
9006,740000.0,6,3,72.58,3,2021,3.200000000000003
9007,345000.0,7,1,26.19,3,2021,3.200000000000003
9008,450000.0,16,2,38.8,3,2021,3.200000000000003
9009,1240000.0,4,5,93.27,3,2021,3.200000000000003
9010,755000.0,6,3,59.07,3,2021,3.200000000000003
9011,650000.0,2,4,74.15,3,2021,3.200000000000003
9012,349000.0,5,3,36.56,3,2021,3.200000000000003
9013,525000.0,6,4,63.3,3,2021,3.200000000000003
9014,375000.0,7,4,47.5,3,2021,3.200000000000003
9015,1250000.0,3,4,82.23,9,2017,2.200000000000003
9016,395000.0,1,3,43.36,3,2021,3.200000000000003
9017,425956.32,3,2,42.81,3,2021,3.200000000000003
9018,802570.34,8,4,88.72,3,2021,3.200000000000003
9019,607616.99,3,3,70.47,3,2021,3.200000000000003
9020,370522.45,3,2,40.2,3,2021,3.200000000000003
9021,388858.7,2,2,44.83,3,2021,3.200000000000003
9022,515463.4,4,3,54.43,3,2021,3.200000000000003
9023,626000.0,4,4,73.2,3,2021,3.200000000000003
9024,410000.0,4,2,30.12,6,2020,3.299999999999997
9025,433000.0,6,3,56.57,3,2021,3.200000000000003
9026,900000.0,6,4,82.33,1,2020,4.299999999999997
9027,301000.0,2,2,27.4,10,2017,2.0999999999999943
9028,368546.5,4,2,36.31,3,2021,3.200000000000003
9029,400000.0,1,2,41.97,3,2021,3.200000000000003
9030,600000.0,7,3,45.4,3,2021,3.200000000000003
9031,1000000.0,4,3,73.61,3,2021,3.200000000000003
9032,436000.0,0,3,46.81,3,2021,3.200000000000003
9033,365000.0,6,2,44.7,3,2021,3.200000000000003
9034,380000.0,8,2,31.06,3,2021,3.200000000000003
9035,595000.0,4,3,60.77,7,2017,1.7000000000000028
9036,810000.0,2,3,93.28,9,2018,1.9000000000000057
9037,390000.0,11,3,46.4,7,2018,2.0
9038,860000.0,5,3,71.7,3,2021,3.200000000000003
9039,548187.16,5,5,82.43,3,2021,3.200000000000003
9040,843000.0,5,3,64.77,3,2021,3.200000000000003
9041,408000.0,3,2,45.4,3,2021,3.200000000000003
9042,425000.0,9,3,41.02,3,2021,3.200000000000003
9043,575000.0,3,2,44.03,3,2021,3.200000000000003
9044,850000.0,6,2,65.1,3,2021,3.200000000000003
9045,769200.0,4,3,64.1,3,2021,3.200000000000003
9046,599998.77,5,2,45.0,3,2021,3.200000000000003
9047,620000.0,4,2,45.0,3,2021,3.200000000000003
9048,975000.0,3,3,84.61,3,2021,3.200000000000003
9049,467500.0,3,3,54.16,11,2017,2.5
9050,495000.0,4,3,46.48,3,2021,3.200000000000003
9051,1165000.0,6,3,79.44,3,2021,3.200000000000003
9052,500000.0,2,3,52.89,3,2021,3.200000000000003
9053,740000.0,4,3,54.22,3,2021,3.200000000000003
9054,415000.0,2,3,49.93,3,2021,3.200000000000003
9055,480000.0,3,2,59.53,3,2021,3.200000000000003
9056,865000.0,3,4,89.12,3,2021,3.200000000000003
9057,635000.0,8,3,50.6,1,2021,2.5999999999999943
9058,767000.0,5,5,77.79,3,2021,3.200000000000003
9059,405000.0,1,2,34.06,12,2018,1.0999999999999943
9060,600000.0,2,2,45.86,3,2019,1.7000000000000028
9061,380000.0,3,2,47.1,3,2021,3.200000000000003
9062,549727.92,3,2,42.45,3,2021,3.200000000000003
9063,830000.0,2,4,85.06,3,2021,3.200000000000003
9064,520000.0,5,4,56.04,8,2020,2.9000000000000057
9065,415000.0,3,3,53.7,3,2021,3.200000000000003
9066,470000.0,2,3,47.74,3,2021,3.200000000000003
9067,680000.0,4,3,49.46,3,2021,3.200000000000003
9068,550000.0,5,3,62.56,3,2021,3.200000000000003
9069,480000.0,1,2,41.2,11,2020,3.0
9070,307645.0,4,3,47.55,3,2021,3.200000000000003
9071,543000.0,3,2,56.5,3,2021,3.200000000000003
9072,570000.0,2,2,42.65,9,2017,2.200000000000003
9073,128000.0,2,2,29.55,3,2021,3.200000000000003
9074,600000.0,6,2,43.5,3,2021,3.200000000000003
9075,500000.0,6,3,55.6,3,2021,3.200000000000003
9076,590000.0,4,3,43.0,3,2021,3.200000000000003
9077,532000.0,0,2,41.28,3,2021,3.200000000000003
9078,250000.0,2,2,31.72,3,2021,3.200000000000003
9079,990000.0,2,4,74.8,3,2021,3.200000000000003
9080,540000.0,1,3,42.4,3,2021,3.200000000000003
9081,265608.0,6,2,35.7,3,2021,3.200000000000003
9082,719967.0,9,4,97.2,3,2021,3.200000000000003
9083,568632.96,7,3,62.68,3,2021,3.200000000000003
9084,677557.48,7,3,74.39,3,2021,3.200000000000003
9085,249823.0,4,1,28.07,3,2021,3.200000000000003
9086,397846.62,1,3,55.42,3,2021,3.200000000000003
9087,1182698.2,1,4,94.67,3,2021,3.200000000000003
9088,349812.64,5,1,30.73,3,2021,3.200000000000003
9089,380610.77,4,1,31.02,3,2021,3.200000000000003
9090,466995.5,1,2,44.55,3,2021,3.200000000000003
9091,524523.32,2,2,52.44,3,2021,3.200000000000003
9092,509743.5,3,2,52.53,3,2021,3.200000000000003
9093,560342.2,2,3,57.53,3,2021,3.200000000000003
9094,587188.0,3,3,62.6,3,2021,3.200000000000003
9095,650049.0,1,3,65.91,3,2021,3.200000000000003
9096,236371.44,6,1,28.44,3,2021,3.200000000000003
9097,487529.25,2,3,50.67,3,2021,3.200000000000003
9098,305256.0,1,2,32.7,3,2021,3.200000000000003
9099,587383.0,1,4,83.34,3,2021,3.200000000000003
9100,819721.2,2,4,99.47,3,2021,3.200000000000003
9101,450000.0,2,2,36.76,3,2021,3.200000000000003
9102,503057.6,1,2,52.44,3,2021,3.200000000000003
9103,638747.1,3,3,66.41,3,2021,3.200000000000003
9104,333041.5,3,1,31.87,3,2021,3.200000000000003
9105,292019.0,2,1,32.09,3,2021,3.200000000000003
9106,445220.73,6,3,55.79,3,2021,3.200000000000003
9107,503157.2,1,2,51.62,3,2021,3.200000000000003
9108,855000.0,0,4,53.1,3,2021,3.200000000000003
9109,650000.0,6,4,58.0,3,2021,3.200000000000003
9110,390000.0,2,4,68.6,3,2021,3.200000000000003
9111,445000.0,1,3,75.54,3,2021,3.200000000000003
9112,464314.2,1,2,51.58,3,2021,3.200000000000003
9113,865308.0,7,4,79.44,3,2021,3.200000000000003
9114,700000.0,2,2,48.37,3,2021,3.200000000000003
9115,559000.0,1,3,43.0,3,2021,3.200000000000003
9116,403395.0,6,2,36.37,3,2021,3.200000000000003
9117,223704.0,2,1,28.68,3,2021,3.200000000000003
9118,244216.0,1,1,27.44,3,2021,3.200000000000003
9119,255710.0,5,2,28.1,3,2021,3.200000000000003
9120,371596.0,5,2,37.13,3,2021,3.200000000000003
9121,372240.0,3,2,37.2,3,2021,3.200000000000003
9122,678027.89,4,3,57.48,3,2021,3.200000000000003
9123,661099.4,3,3,67.73,3,2021,3.200000000000003
9124,784582.46,1,4,71.88,3,2021,3.200000000000003
9125,596518.11,1,4,99.37,3,2021,3.200000000000003
9126,671176.15,1,3,73.6,3,2021,3.200000000000003
9127,546588.0,2,2,48.2,3,2021,3.200000000000003
9128,1085000.0,3,2,61.82,3,2021,3.200000000000003
9129,740000.0,2,3,81.1,3,2021,3.200000000000003
9130,695000.0,13,2,38.8,3,2021,3.200000000000003
9131,450000.0,1,2,44.29,3,2021,3.200000000000003
9132,332000.0,5,2,29.98,3,2021,3.200000000000003
9133,460000.0,2,3,38.2,3,2021,3.200000000000003
9134,730000.0,4,3,74.63,3,2021,3.200000000000003
9135,620000.0,2,2,51.04,3,2021,3.200000000000003
9136,290000.0,1,3,45.5,3,2021,3.200000000000003
9137,243420.0,2,2,40.57,3,2021,3.200000000000003
9138,500000.0,10,2,37.7,3,2021,3.200000000000003
9139,430000.0,5,1,36.89,3,2021,3.200000000000003
9140,412000.0,12,2,41.33,3,2021,3.200000000000003
9141,775000.0,2,4,66.65,3,2021,3.200000000000003
9142,744000.0,4,3,64.91,3,2021,3.200000000000003
9143,363670.73,1,2,39.65,3,2021,3.200000000000003
9144,236552.97,7,2,31.75,3,2021,3.200000000000003
9145,301753.25,12,2,40.06,3,2021,3.200000000000003
9146,875424.2,3,4,88.24,3,2021,3.200000000000003
9147,587383.0,1,4,83.27,3,2021,3.200000000000003
9148,381972.0,2,2,33.36,3,2021,3.200000000000003
9149,628320.3,8,3,68.37,3,2021,3.200000000000003
9150,670933.53,6,2,69.4,3,2021,3.200000000000003
9151,633000.0,6,2,48.2,3,2021,3.200000000000003
9152,594864.0,4,2,48.6,3,2021,3.200000000000003
9153,778000.0,4,3,78.6,3,2021,3.200000000000003
9154,785080.0,3,3,78.6,3,2021,3.200000000000003
9155,612031.84,10,1,37.12,3,2021,3.200000000000003
9156,645626.9,3,1,37.19,3,2021,3.200000000000003
9157,688010.4,8,1,43.09,3,2021,3.200000000000003
9158,732994.74,5,2,43.5,3,2021,3.200000000000003
9159,365804.93,2,1,28.97,3,2021,3.200000000000003
9160,497303.23,6,2,42.2,3,2021,3.200000000000003
9161,594159.3,1,3,63.26,3,2021,3.200000000000003
9162,510000.0,1,4,70.87,3,2021,3.200000000000003
9163,618169.0,6,1,41.83,3,2021,3.200000000000003
9164,425920.0,4,3,51.4,3,2021,3.200000000000003
9165,286712.95,5,2,32.28,3,2021,3.200000000000003
9166,579832.5,4,3,59.65,3,2021,3.200000000000003
9167,700654.68,3,3,73.25,3,2021,3.200000000000003
9168,707316.61,4,4,71.67,3,2021,3.200000000000003
9169,550580.0,2,4,96.08,3,2021,3.200000000000003
9170,394000.0,4,3,49.17,3,2021,3.200000000000003
9171,654202.58,8,2,48.64,3,2021,3.200000000000003
9172,748004.8,4,3,79.68,3,2021,3.200000000000003
9173,731073.1,1,3,79.71,3,2021,3.200000000000003
9174,529500.0,1,3,76.54,3,2021,3.200000000000003
9175,295000.29,1,3,62.49,3,2021,3.200000000000003
9176,418000.0,1,3,75.0,3,2021,3.200000000000003
9177,1095000.0,3,3,70.87,3,2021,3.200000000000003
9178,920050.0,3,3,73.62,3,2021,3.200000000000003
9179,317000.0,5,2,41.06,3,2021,3.200000000000003
9180,295000.0,8,2,39.89,3,2021,3.200000000000003
9181,480000.0,6,3,47.5,3,2021,3.200000000000003
9182,463000.0,9,4,48.73,3,2021,3.200000000000003
9183,417000.0,5,3,35.8,3,2021,3.200000000000003
9184,544832.97,5,3,58.19,3,2021,3.200000000000003
9185,429128.87,4,2,40.21,3,2021,3.200000000000003
9186,402680.0,8,2,44.22,3,2021,3.200000000000003
9187,505000.0,5,3,47.05,1,2021,2.5999999999999943
9188,590000.0,3,3,50.82,3,2021,3.200000000000003
9189,914000.0,5,4,83.49,3,2021,3.200000000000003
9190,730000.0,2,2,58.2,1,2018,1.9000000000000057
9191,455000.0,6,2,29.0,7,2019,2.9000000000000057
9192,625000.0,2,3,56.35,10,2018,1.7999999999999972
9193,695903.0,13,4,75.93,3,2021,3.200000000000003
9194,320762.05,5,2,38.55,3,2021,3.200000000000003
9195,305064.93,4,2,39.15,3,2021,3.200000000000003
9196,760000.0,5,3,78.43,4,2020,3.4000000000000057
9197,770000.0,1,3,52.09,5,2020,2.9000000000000057
9198,427800.0,2,1,28.52,3,2021,3.200000000000003
9199,405000.0,2,2,44.14,3,2021,3.200000000000003
9200,425000.0,4,2,44.14,3,2021,3.200000000000003
9201,455370.0,7,2,45.02,3,2021,3.200000000000003
9202,698000.0,3,3,49.34,3,2021,3.200000000000003
9203,436100.0,7,3,56.71,3,2021,3.200000000000003
9204,527227.83,6,3,69.09,3,2021,3.200000000000003
9205,590000.0,1,3,58.83,3,2021,3.200000000000003
9206,475000.0,4,3,49.2,3,2021,3.200000000000003
9207,299000.0,4,2,23.0,3,2021,3.200000000000003
9208,580000.0,1,3,68.66,3,2021,3.200000000000003
9209,430000.0,4,3,36.58,3,2021,3.200000000000003
9210,735000.0,5,3,56.7,8,2017,1.7999999999999972
9211,340000.0,9,2,27.98,3,2021,3.200000000000003
9212,275000.0,2,1,31.05,3,2021,3.200000000000003
9213,755000.0,4,2,60.13,6,2019,2.5999999999999943
9214,410000.0,3,2,36.54,3,2021,3.200000000000003
9215,1270000.0,4,3,79.3,3,2021,3.200000000000003
9216,615000.0,4,3,50.09,8,2017,1.7999999999999972
9217,370000.0,4,3,46.99,3,2021,3.200000000000003
9218,470000.0,11,2,34.68,2,2020,4.700000000000003
9219,1166900.0,3,4,89.71,3,2021,3.200000000000003
9220,596244.0,2,4,75.1,3,2021,3.200000000000003
9221,303368.0,6,1,25.28,3,2021,3.200000000000003
9222,470000.0,3,2,44.06,3,2021,3.200000000000003
9223,646000.0,3,3,37.92,6,2020,3.299999999999997
9224,460000.0,6,4,56.2,2,2021,2.4000000000000057
9225,194918.95,1,1,25.98,2,2021,2.4000000000000057
9226,300000.0,4,2,27.73,2,2021,2.4000000000000057
9227,540721.0,14,3,56.6,2,2021,2.4000000000000057
9228,890000.0,3,4,62.71,2,2021,2.4000000000000057
9229,446543.47,2,2,37.07,2,2021,2.4000000000000057
9230,342375.0,2,2,41.46,2,2021,2.4000000000000057
9231,503240.0,6,3,63.29,2,2021,2.4000000000000057
9232,351000.0,5,2,46.7,2,2021,2.4000000000000057
9233,365000.0,6,2,48.46,2,2021,2.4000000000000057
9234,463700.0,7,3,62.75,2,2021,2.4000000000000057
9235,880000.0,1,3,63.65,2,2021,2.4000000000000057
9236,700000.0,3,3,67.24,2,2021,2.4000000000000057
9237,440000.0,1,3,39.16,2,2021,2.4000000000000057
9238,800000.0,2,3,54.78,6,2020,3.299999999999997
9239,585221.4,7,4,68.61,2,2021,2.4000000000000057
9240,597070.0,3,3,57.95,2,2021,2.4000000000000057
9241,609927.6,5,3,58.1,2,2021,2.4000000000000057
9242,595597.0,5,3,73.98,2,2021,2.4000000000000057
9243,488072.0,10,2,32.11,2,2021,2.4000000000000057
9244,487312.0,12,2,32.16,2,2021,2.4000000000000057
9245,457342.0,6,2,34.13,2,2021,2.4000000000000057
9246,540000.0,4,4,61.22,2,2021,2.4000000000000057
9247,860000.0,2,2,44.7,11,2017,2.5
9248,500000.0,4,2,43.09,2,2021,2.4000000000000057
9249,479000.0,4,2,36.6,7,2020,3.0
9250,383000.0,2,2,42.79,2,2021,2.4000000000000057
9251,940000.0,3,2,54.93,2,2021,2.4000000000000057
9252,1180000.0,4,3,57.51,10,2019,2.5
9253,439200.0,4,2,36.6,2,2021,2.4000000000000057
9254,764826.0,6,3,72.26,2,2021,2.4000000000000057
9255,580000.0,1,4,70.46,2,2021,2.4000000000000057
9256,580000.0,3,4,57.09,2,2021,2.4000000000000057
9257,400000.0,1,4,49.9,2,2021,2.4000000000000057
9258,569000.0,1,3,76.66,2,2021,2.4000000000000057
9259,518000.0,1,3,81.13,2,2021,2.4000000000000057
9260,693939.6,1,2,51.11,2,2021,2.4000000000000057
9261,846873.45,2,3,84.09,2,2021,2.4000000000000057
9262,342100.0,1,2,33.97,2,2021,2.4000000000000057
9263,398000.0,2,1,35.12,2,2021,2.4000000000000057
9264,364432.48,1,2,43.78,2,2021,2.4000000000000057
9265,448148.22,3,3,54.85,2,2021,2.4000000000000057
9266,470247.02,2,3,57.93,2,2021,2.4000000000000057
9267,583867.76,1,4,75.32,2,2021,2.4000000000000057
9268,398369.03,5,1,40.64,2,2021,2.4000000000000057
9269,883363.17,6,5,94.95,2,2021,2.4000000000000057
9270,493000.0,1,4,87.26,2,2021,2.4000000000000057
9271,1111919.65,1,4,91.55,2,2021,2.4000000000000057
9272,323850.0,1,2,32.54,2,2021,2.4000000000000057
9273,270538.0,4,2,26.97,2,2021,2.4000000000000057
9274,418143.45,5,2,45.3,2,2021,2.4000000000000057
9275,547967.49,9,3,51.03,2,2021,2.4000000000000057
9276,548095.36,3,3,51.21,2,2021,2.4000000000000057
9277,760114.28,8,4,71.72,2,2021,2.4000000000000057
9278,764187.01,9,4,74.21,2,2021,2.4000000000000057
9279,733556.63,4,4,75.72,2,2021,2.4000000000000057
9280,681025.3,1,2,50.97,2,2021,2.4000000000000057
9281,702767.64,4,4,80.19,2,2021,2.4000000000000057
9282,1212493.0,1,4,94.57,2,2021,2.4000000000000057
9283,701671.65,2,3,54.89,2,2021,2.4000000000000057
9284,1117726.5,1,4,93.28,2,2021,2.4000000000000057
9285,514014.26,5,2,41.63,2,2021,2.4000000000000057
9286,507665.89,4,2,43.76,2,2021,2.4000000000000057
9287,654680.1,2,3,73.38,2,2021,2.4000000000000057
9288,539000.0,1,3,81.07,2,2021,2.4000000000000057
9289,462504.88,6,2,39.71,2,2021,2.4000000000000057
9290,395000.0,1,2,33.66,2,2021,2.4000000000000057
9291,365000.0,3,4,47.3,2,2021,2.4000000000000057
9292,520150.78,3,2,45.2,2,2021,2.4000000000000057
9293,346529.57,2,2,46.03,2,2021,2.4000000000000057
9294,611651.0,2,4,93.42,2,2021,2.4000000000000057
9295,434789.4,1,2,45.46,2,2021,2.4000000000000057
9296,957568.8,4,4,95.48,2,2021,2.4000000000000057
9297,335708.0,4,1,37.72,2,2021,2.4000000000000057
9298,410000.0,12,3,47.7,2,2021,2.4000000000000057
9299,610000.0,7,2,56.49,2,2021,2.4000000000000057
9300,304000.0,8,1,27.0,2,2021,2.4000000000000057
9301,420000.0,3,2,49.8,2,2021,2.4000000000000057
9302,557000.0,2,3,47.07,2,2021,2.4000000000000057
9303,138500.0,5,2,38.7,2,2021,2.4000000000000057
9304,440000.0,10,4,54.9,2,2021,2.4000000000000057
9305,840000.0,2,4,63.1,2,2021,2.4000000000000057
9306,1136000.0,2,4,68.49,2,2021,2.4000000000000057
9307,270000.0,4,4,42.5,2,2021,2.4000000000000057
9308,465000.0,0,4,60.2,2,2021,2.4000000000000057
9309,370000.0,2,2,32.45,2,2021,2.4000000000000057
9310,532000.0,4,4,51.8,2,2021,2.4000000000000057
9311,360000.0,5,3,53.72,2,2021,2.4000000000000057
9312,289525.0,2,2,51.55,2,2021,2.4000000000000057
9313,788172.0,8,3,68.24,2,2021,2.4000000000000057
9314,995000.0,7,1,80.84,2,2021,2.4000000000000057
9315,530000.0,1,3,61.14,2,2021,2.4000000000000057
9316,724400.0,5,2,54.0,2,2021,2.4000000000000057
9317,547000.0,2,4,44.48,2,2021,2.4000000000000057
9318,850000.0,5,3,82.59,8,2018,2.0
9319,720000.0,1,3,73.4,2,2021,2.4000000000000057
9320,336688.91,8,2,40.19,2,2021,2.4000000000000057
9321,466792.0,3,3,56.24,2,2021,2.4000000000000057
9322,502000.0,3,2,48.36,2,2021,2.4000000000000057
9323,343171.5,4,2,33.81,2,2021,2.4000000000000057
9324,405884.65,2,2,46.03,2,2021,2.4000000000000057
9325,654344.6,1,4,81.5,2,2021,2.4000000000000057
9326,442239.0,13,2,38.95,2,2021,2.4000000000000057
9327,385000.0,4,2,33.73,6,2020,3.299999999999997
9328,582131.51,5,4,68.78,2,2021,2.4000000000000057
9329,693115.5,2,4,81.6,2,2021,2.4000000000000057
9330,620152.0,15,3,67.01,2,2021,2.4000000000000057
9331,475000.0,6,2,35.65,6,2020,3.299999999999997
9332,470000.0,7,3,37.47,7,2020,3.0
9333,537258.13,4,3,59.37,2,2021,2.4000000000000057
9334,324090.0,3,2,28.93,2,2021,2.4000000000000057
9335,327066.0,4,2,29.06,2,2021,2.4000000000000057
9336,512987.0,4,2,43.32,2,2021,2.4000000000000057
9337,517000.0,5,2,43.9,2,2021,2.4000000000000057
9338,571829.99,1,3,67.3,2,2021,2.4000000000000057
9339,278309.78,3,1,30.17,2,2021,2.4000000000000057
9340,259388.0,4,2,34.26,2,2021,2.4000000000000057
9341,352586.0,4,2,43.5,2,2021,2.4000000000000057
9342,363100.0,2,2,40.48,2,2021,2.4000000000000057
9343,566065.5,7,3,66.99,2,2021,2.4000000000000057
9344,568982.0,3,3,67.01,2,2021,2.4000000000000057
9345,779482.0,10,4,90.23,2,2021,2.4000000000000057
9346,330000.0,7,1,36.51,2,2021,2.4000000000000057
9347,420000.0,2,2,45.28,2,2021,2.4000000000000057
9348,362354.48,4,1,27.74,2,2021,2.4000000000000057
9349,455784.1,3,2,37.5,2,2021,2.4000000000000057
9350,1054959.3,6,4,93.98,2,2021,2.4000000000000057
9351,800625.97,8,3,75.21,2,2021,2.4000000000000057
9352,681723.25,6,3,75.38,2,2021,2.4000000000000057
9353,739935.0,2,3,54.81,2,2021,2.4000000000000057
9354,611525.09,8,2,46.85,2,2021,2.4000000000000057
9355,454000.0,7,1,37.14,2,2021,2.4000000000000057
9356,372000.0,4,3,36.0,2,2021,2.4000000000000057
9357,543000.0,1,2,39.08,2,2021,2.4000000000000057
9358,564000.0,1,3,47.01,2,2021,2.4000000000000057
9359,860000.0,6,5,69.1,2,2021,2.4000000000000057
9360,280000.0,3,2,25.32,2,2021,2.4000000000000057
9361,850000.0,4,2,74.8,2,2021,2.4000000000000057
9362,425000.0,1,3,49.54,2,2021,2.4000000000000057
9363,379000.0,2,3,51.7,2,2021,2.4000000000000057
9364,391190.0,1,3,56.7,2,2021,2.4000000000000057
9365,730000.0,6,3,64.84,6,2020,3.299999999999997
9366,539920.5,5,4,66.84,2,2021,2.4000000000000057
9367,485163.0,11,2,32.13,2,2021,2.4000000000000057
9368,565000.0,6,3,48.0,2,2021,2.4000000000000057
9369,364500.0,4,3,37.5,2,2021,2.4000000000000057
9370,509000.0,6,3,51.4,2,2021,2.4000000000000057
9371,435000.0,6,4,53.16,2,2021,2.4000000000000057
9372,600000.0,1,4,72.3,2,2021,2.4000000000000057
9373,710000.0,7,4,80.3,9,2020,3.200000000000003
9374,620000.0,8,2,49.8,2,2021,2.4000000000000057
9375,335000.0,6,2,26.57,2,2021,2.4000000000000057
9376,470000.0,4,4,47.42,2,2021,2.4000000000000057
9377,300000.0,2,2,31.03,2,2021,2.4000000000000057
9378,964000.0,2,3,91.83,2,2021,2.4000000000000057
9379,454000.0,2,3,53.2,2,2021,2.4000000000000057
9380,604000.0,1,3,58.15,2,2021,2.4000000000000057
9381,590000.0,7,1,45.77,3,2019,1.7000000000000028
9382,308000.0,10,3,37.9,2,2021,2.4000000000000057
9383,850000.0,7,3,63.06,3,2019,1.7000000000000028
9384,395000.0,1,2,46.27,2,2021,2.4000000000000057
9385,450000.0,3,2,32.6,2,2021,2.4000000000000057
9386,639000.0,1,3,57.83,11,2019,2.5999999999999943
9387,414479.19,3,3,61.11,2,2021,2.4000000000000057
9388,489000.0,4,2,41.62,2,2021,2.4000000000000057
9389,440000.0,2,3,36.04,2,2021,2.4000000000000057
9390,520000.0,2,4,70.18,2,2021,2.4000000000000057
9391,480000.0,1,3,56.29,2,2021,2.4000000000000057
9392,475000.0,1,4,51.07,2,2021,2.4000000000000057
9393,369000.0,2,1,30.04,2,2021,2.4000000000000057
9394,630000.0,6,4,54.0,2,2021,2.4000000000000057
9395,508187.0,6,2,37.15,2,2021,2.4000000000000057
9396,679620.77,9,2,48.91,2,2021,2.4000000000000057
9397,984356.12,8,3,80.59,2,2021,2.4000000000000057
9398,1064604.08,6,4,90.94,2,2021,2.4000000000000057
9399,370000.28,2,3,55.33,2,2021,2.4000000000000057
9400,381538.56,4,1,35.04,2,2021,2.4000000000000057
9401,736646.3,1,4,79.81,2,2021,2.4000000000000057
9402,478130.33,5,2,42.3,2,2021,2.4000000000000057
9403,630349.0,3,4,70.16,2,2021,2.4000000000000057
9404,347259.99,2,2,32.65,2,2021,2.4000000000000057
9405,427248.07,8,2,45.15,2,2021,2.4000000000000057
9406,707830.4,3,4,83.07,2,2021,2.4000000000000057
9407,490000.0,1,3,38.6,11,2019,2.5999999999999943
9408,563000.0,3,3,57.37,2,2021,2.4000000000000057
9409,470000.0,3,4,48.28,2,2021,2.4000000000000057
9410,448400.0,2,3,55.82,2,2021,2.4000000000000057
9411,346772.4,4,1,30.15,2,2021,2.4000000000000057
9412,419339.79,2,2,38.83,2,2021,2.4000000000000057
9413,240537.8,5,1,27.43,2,2021,2.4000000000000057
9414,437278.0,13,2,40.51,2,2021,2.4000000000000057
9415,684989.5,15,4,72.78,2,2021,2.4000000000000057
