,amount,floor_number,rooms_number,size,month,year,Wartość
3007,1021412.0,2,3,69.2,4,2024,2.4000000000000057
3008,1203542.4,4,3,69.84,4,2024,2.4000000000000057
3009,1269674.67,1,3,70.1,4,2024,2.4000000000000057
3010,1254074.7,5,3,86.87,4,2024,2.4000000000000057
3011,1286373.6,4,4,92.56,4,2024,2.4000000000000057
3012,893000.0,8,4,47.5,8,2023,10.099999999999994
3013,698000.0,4,2,45.57,4,2024,2.4000000000000057
3014,410000.0,1,2,38.97,4,2024,2.4000000000000057
3015,600377.82,4,3,64.82,4,2024,2.4000000000000057
3016,1190000.0,7,3,63.83,4,2024,2.4000000000000057
3017,910000.0,6,3,66.26,7,2022,15.599999999999994
3018,587880.0,9,3,51.12,4,2024,2.4000000000000057
3019,590065.0,7,3,51.31,4,2024,2.4000000000000057
3020,475240.0,3,2,34.67,4,2024,2.4000000000000057
3021,869756.0,5,2,43.24,4,2024,2.4000000000000057
3022,884356.0,3,2,44.44,4,2024,2.4000000000000057
3023,786180.0,1,1,45.66,4,2024,2.4000000000000057
3024,960000.0,4,3,59.32,4,2024,2.4000000000000057
3025,693287.08,3,3,62.35,4,2024,2.4000000000000057
3026,1050000.0,2,5,65.7,4,2024,2.4000000000000057
3027,600000.0,2,3,34.11,4,2024,2.4000000000000057
3028,950000.0,4,5,91.8,4,2024,2.4000000000000057
3029,1200000.0,2,4,72.14,4,2024,2.4000000000000057
3030,480000.0,4,3,31.59,4,2024,2.4000000000000057
3031,625000.0,4,3,34.3,4,2024,2.4000000000000057
3032,787000.0,4,4,55.26,4,2024,2.4000000000000057
3033,555000.0,4,1,37.81,4,2024,2.4000000000000057
3034,585600.0,2,3,38.3,4,2024,2.4000000000000057
3035,665000.0,1,3,54.12,10,2021,6.799999999999997
3036,673500.0,7,4,43.28,4,2024,2.4000000000000057
3037,998000.0,5,3,50.69,2,2019,1.2000000000000028
3038,850000.0,4,3,55.21,4,2024,2.4000000000000057
3039,700000.0,1,5,68.1,4,2024,2.4000000000000057
3040,1193600.0,1,3,84.2,4,2024,2.4000000000000057
3041,1270909.68,2,4,90.05,7,2022,15.599999999999994
3042,830000.0,3,3,63.23,4,2024,2.4000000000000057
3043,930000.0,3,3,48.36,4,2022,12.400000000000006
3044,775912.5,4,4,74.83,4,2024,2.4000000000000057
3045,940000.0,3,2,62.74,9,2023,8.200000000000003
3046,849516.6,3,4,69.32,4,2024,2.4000000000000057
3047,597497.0,2,3,62.56,4,2024,2.4000000000000057
3048,1170000.0,3,3,68.68,4,2024,2.4000000000000057
3049,555000.0,7,2,44.3,4,2024,2.4000000000000057
3050,620000.0,1,3,62.55,4,2024,2.4000000000000057
3051,470000.0,4,4,83.1,4,2024,2.4000000000000057
3052,862000.0,3,2,61.77,4,2024,2.4000000000000057
3053,1145000.0,4,4,65.52,4,2024,2.4000000000000057
3054,582000.0,3,2,40.5,4,2019,2.200000000000003
3055,385000.0,2,1,23.48,4,2024,2.4000000000000057
3056,725000.0,2,2,37.13,5,2018,1.7000000000000028
3057,1210000.0,4,2,58.94,7,2017,1.7000000000000028
3058,865000.0,5,2,41.2,4,2024,2.4000000000000057
3059,800000.0,1,2,64.77,4,2024,2.4000000000000057
3060,1110000.0,0,4,72.6,4,2024,2.4000000000000057
3061,765000.0,3,3,48.78,4,2024,2.4000000000000057
3062,555000.0,1,3,36.53,1,2018,1.9000000000000057
3063,800000.0,3,3,50.34,8,2017,1.7999999999999972
3064,945000.0,2,4,63.9,4,2024,2.4000000000000057
3065,595000.0,5,2,40.0,4,2024,2.4000000000000057
3066,530400.0,10,3,41.7,4,2024,2.4000000000000057
3067,925000.0,1,3,51.67,6,2018,2.0
3068,530000.0,3,3,39.6,4,2024,2.4000000000000057
3069,820000.0,3,4,59.69,9,2020,3.200000000000003
3070,465000.0,6,2,40.38,10,2017,2.0999999999999943
3071,555000.0,4,2,26.19,4,2019,2.200000000000003
3072,580000.0,1,2,39.54,4,2024,2.4000000000000057
3073,700000.0,5,3,38.0,4,2024,2.4000000000000057
3074,1080000.0,3,3,68.6,4,2024,2.4000000000000057
3075,620000.0,2,3,38.79,4,2024,2.4000000000000057
3076,399000.0,1,2,22.25,4,2024,2.4000000000000057
3077,559000.0,1,2,39.82,4,2024,2.4000000000000057
3078,500000.0,6,4,55.19,4,2024,2.4000000000000057
3079,1200000.0,5,3,62.21,4,2024,2.4000000000000057
3080,827500.0,5,2,40.55,4,2024,2.4000000000000057
3081,950000.0,7,2,47.93,4,2024,2.4000000000000057
3082,1300000.0,8,4,85.98,4,2024,2.4000000000000057
3083,800000.0,3,3,54.99,4,2024,2.4000000000000057
3084,580000.0,5,2,36.26,9,2018,1.9000000000000057
3085,290000.0,1,3,42.5,4,2024,2.4000000000000057
3086,780000.0,6,3,50.76,4,2024,2.4000000000000057
3087,780000.0,6,2,42.22,4,2024,2.4000000000000057
3088,753500.0,1,3,68.5,4,2024,2.4000000000000057
3089,485000.0,7,1,32.37,4,2024,2.4000000000000057
3090,570000.0,1,2,30.5,4,2024,2.4000000000000057
3091,745000.0,3,2,39.83,4,2024,2.4000000000000057
3092,1070000.0,4,4,64.61,4,2024,2.4000000000000057
3093,720000.0,3,2,53.17,9,2018,1.9000000000000057
3094,632000.0,15,3,43.3,4,2024,2.4000000000000057
3095,695000.0,2,3,42.86,4,2024,2.4000000000000057
3096,1285000.0,1,4,70.8,4,2024,2.4000000000000057
3097,740000.0,3,3,47.37,4,2024,2.4000000000000057
3098,590000.0,3,2,27.6,12,2016,0.7999999999999972
3099,625000.0,10,2,31.06,11,2018,1.2999999999999972
3100,730000.0,8,2,43.83,4,2024,2.4000000000000057
3101,840000.0,3,4,48.2,12,2018,1.0999999999999943
3102,880000.0,2,3,61.17,4,2024,2.4000000000000057
3103,500000.0,2,2,40.01,4,2024,2.4000000000000057
3104,1200010.0,1,5,97.4,4,2022,12.400000000000006
3105,660000.0,3,2,42.9,4,2024,2.4000000000000057
3106,675000.0,4,2,37.43,4,2024,2.4000000000000057
3107,580000.0,3,3,47.1,4,2024,2.4000000000000057
3108,830000.0,2,3,56.3,4,2024,2.4000000000000057
3109,909460.0,4,3,69.3,4,2024,2.4000000000000057
3110,977630.0,1,4,76.85,4,2024,2.4000000000000057
3111,690000.0,2,3,58.4,1,2022,9.400000000000006
3112,1090000.0,4,4,71.9,4,2024,2.4000000000000057
3113,650000.0,6,3,47.7,4,2024,2.4000000000000057
3114,825000.0,2,5,54.5,6,2023,11.5
3115,566500.0,6,1,31.6,4,2024,2.4000000000000057
3116,949000.0,9,2,49.53,4,2024,2.4000000000000057
3117,820000.0,7,5,66.15,4,2024,2.4000000000000057
3118,608000.0,8,3,40.55,4,2024,2.4000000000000057
3119,479999.0,2,2,36.8,4,2024,2.4000000000000057
3120,596115.0,2,2,30.57,4,2024,2.4000000000000057
3121,670000.0,9,3,38.51,1,2024,3.700000000000003
3122,640000.0,3,2,36.58,4,2024,2.4000000000000057
3123,570000.0,3,2,45.79,9,2019,2.5999999999999943
3124,958000.0,6,3,50.2,1,2024,3.700000000000003
3125,763000.0,1,2,46.79,12,2020,2.4000000000000057
3126,600000.0,3,2,36.63,4,2024,2.4000000000000057
3127,355000.0,0,2,28.62,1,2017,1.7000000000000028
3128,790000.0,3,4,67.2,4,2024,2.4000000000000057
3129,530000.0,4,1,32.1,4,2024,2.4000000000000057
3130,1000000.0,1,3,72.56,4,2024,2.4000000000000057
3131,700000.0,5,2,54.21,4,2024,2.4000000000000057
3132,850000.0,2,3,55.2,4,2024,2.4000000000000057
3133,1000000.0,4,3,58.6,4,2024,2.4000000000000057
3134,605000.0,2,3,37.15,7,2019,2.9000000000000057
3135,231000.0,8,3,41.23,4,2024,2.4000000000000057
3136,688000.0,3,4,46.09,4,2024,2.4000000000000057
3137,1215000.0,3,1,79.9,3,2019,1.7000000000000028
3138,680000.0,3,3,43.13,4,2024,2.4000000000000057
3139,700000.0,2,3,49.0,4,2024,2.4000000000000057
3140,685000.0,4,3,44.8,1,2017,1.7000000000000028
3141,1300000.0,5,3,76.92,4,2024,2.4000000000000057
3142,975000.0,4,3,54.15,4,2024,2.4000000000000057
3143,930000.0,4,2,49.37,4,2024,2.4000000000000057
3144,1120000.0,5,1,61.12,12,2016,0.7999999999999972
3145,862500.0,4,4,59.38,4,2024,2.4000000000000057
3146,535000.0,2,2,35.4,4,2024,2.4000000000000057
3147,720000.0,4,4,44.97,4,2024,2.4000000000000057
3148,819000.0,2,3,55.0,4,2024,2.4000000000000057
3149,567000.0,6,1,33.52,4,2024,2.4000000000000057
3150,699276.0,3,3,59.69,4,2024,2.4000000000000057
3151,699276.0,4,3,59.71,4,2024,2.4000000000000057
3152,686700.0,1,2,39.24,4,2024,2.4000000000000057
3153,750000.0,5,2,39.75,4,2024,2.4000000000000057
3154,940680.0,5,3,55.98,4,2024,2.4000000000000057
3155,700000.0,3,3,51.43,4,2024,2.4000000000000057
3156,1265000.0,5,3,99.21,7,2019,2.9000000000000057
3157,1180000.0,3,5,82.4,10,2022,17.900000000000006
3158,735000.0,4,1,38.9,4,2024,2.4000000000000057
3159,725000.0,1,4,51.1,4,2019,2.200000000000003
3160,750000.0,5,3,47.32,4,2024,2.4000000000000057
3161,470000.0,6,2,32.32,4,2024,2.4000000000000057
3162,650000.0,3,3,43.25,12,2020,2.4000000000000057
3163,680000.0,4,2,44.5,4,2024,2.4000000000000057
3164,540000.0,2,2,33.9,6,2018,2.0
3165,495000.0,9,2,26.32,4,2024,2.4000000000000057
3166,700000.0,3,2,32.67,4,2024,2.4000000000000057
3167,895000.0,7,2,51.46,4,2024,2.4000000000000057
3168,770000.0,2,4,48.0,6,2017,1.5
3169,599000.0,1,2,37.08,4,2024,2.4000000000000057
3170,1072000.0,3,4,64.98,4,2024,2.4000000000000057
3171,872000.0,3,3,50.73,4,2024,2.4000000000000057
3172,632000.0,6,4,47.1,8,2020,2.9000000000000057
3173,373000.0,4,1,23.32,4,2024,2.4000000000000057
3174,1050000.0,5,3,75.0,9,2018,1.9000000000000057
3175,944000.0,11,4,58.0,4,2023,14.700000000000005
3176,350000.0,5,2,34.4,4,2024,2.4000000000000057
3177,650000.0,2,2,36.2,4,2024,2.4000000000000057
3178,750000.0,4,3,56.0,4,2024,2.4000000000000057
3179,644400.0,7,3,52.1,4,2024,2.4000000000000057
3180,588000.0,2,2,33.99,4,2024,2.4000000000000057
3181,1185000.0,7,4,66.85,4,2024,2.4000000000000057
3182,750000.0,6,2,47.2,4,2024,2.4000000000000057
3183,590000.0,4,2,33.36,4,2024,2.4000000000000057
3184,840000.0,16,4,56.9,4,2024,2.4000000000000057
3185,535000.0,6,1,28.64,4,2024,2.4000000000000057
3186,950000.0,2,5,70.36,4,2024,2.4000000000000057
3187,775000.0,4,4,56.77,4,2024,2.4000000000000057
3188,760000.0,1,3,46.0,4,2024,2.4000000000000057
3189,1202000.0,12,2,60.71,4,2024,2.4000000000000057
3190,769800.0,2,3,58.15,4,2017,2.0
3191,670000.0,3,2,37.91,4,2024,2.4000000000000057
3192,855000.0,12,3,55.23,9,2018,1.9000000000000057
3193,689000.0,6,4,44.55,4,2024,2.4000000000000057
3194,730000.0,2,2,47.01,4,2024,2.4000000000000057
3195,587011.0,1,2,44.81,4,2024,2.4000000000000057
3196,518000.0,1,2,32.62,10,2021,6.799999999999997
3197,610000.0,3,3,53.7,11,2018,1.2999999999999972
3198,725000.0,4,3,51.25,4,2024,2.4000000000000057
3199,600000.0,4,3,45.6,8,2017,1.7999999999999972
3200,750000.0,3,2,36.9,4,2024,2.4000000000000057
3201,720000.0,1,2,36.82,4,2024,2.4000000000000057
3202,800000.0,8,3,50.56,1,2021,2.5999999999999943
3203,770000.0,3,3,51.43,4,2024,2.4000000000000057
3204,720000.0,3,2,48.6,4,2024,2.4000000000000057
3205,500000.0,9,2,33.74,4,2024,2.4000000000000057
3206,520000.0,4,2,32.6,4,2024,2.4000000000000057
3207,745000.0,6,2,42.47,4,2024,2.4000000000000057
3208,840000.0,2,4,59.3,1,2024,3.700000000000003
3209,847000.0,8,2,47.07,4,2024,2.4000000000000057
3210,710000.0,4,3,50.91,5,2018,1.7000000000000028
3211,446000.0,10,2,31.21,4,2024,2.4000000000000057
3212,550000.0,8,1,30.62,4,2024,2.4000000000000057
3213,830000.0,3,2,39.32,7,2023,10.799999999999995
3214,848000.0,3,3,48.46,5,2019,2.4000000000000057
3215,590000.0,2,3,36.6,4,2024,2.4000000000000057
3216,729000.0,2,3,72.4,4,2020,3.4000000000000057
3217,740000.0,3,4,46.5,4,2024,2.4000000000000057
3218,603000.0,4,3,41.8,4,2024,2.4000000000000057
3219,681000.0,3,2,39.5,4,2024,2.4000000000000057
3220,604000.0,6,3,56.8,4,2024,2.4000000000000057
3221,835000.0,1,2,43.04,4,2024,2.4000000000000057
3222,200000.0,7,3,50.6,4,2024,2.4000000000000057
3223,808000.0,2,3,43.53,10,2018,1.7999999999999972
3224,863000.0,3,3,53.4,4,2024,2.4000000000000057
3225,1250000.0,4,3,67.88,6,2019,2.5999999999999943
3226,629000.0,5,4,58.4,5,2019,2.4000000000000057
3227,360000.0,3,1,21.86,4,2024,2.4000000000000057
3228,1050000.0,5,3,72.2,4,2024,2.4000000000000057
3229,918112.0,3,3,69.17,4,2024,2.4000000000000057
3230,369360.0,5,1,25.65,4,2024,2.4000000000000057
3231,392088.0,1,1,28.83,4,2024,2.4000000000000057
3232,398773.15,2,1,29.18,4,2024,2.4000000000000057
3233,481952.0,5,3,56.78,4,2024,2.4000000000000057
3234,515465.2,5,2,33.81,3,2024,2.0
3235,687893.5,6,2,51.31,3,2024,2.0
3236,716110.0,2,3,59.63,3,2024,2.0
3237,775705.0,3,4,67.85,3,2024,2.0
3238,575000.0,9,3,50.1,3,2024,2.0
3239,490000.0,1,2,27.58,3,2024,2.0
3240,650000.0,3,2,34.01,3,2024,2.0
3241,514000.0,5,2,40.81,3,2024,2.0
3242,561389.0,2,2,42.33,3,2024,2.0
3243,786810.28,5,2,41.09,3,2024,2.0
3244,915000.0,2,4,85.46,3,2024,2.0
3245,869000.0,6,4,79.92,3,2024,2.0
3246,720900.0,1,2,53.4,3,2024,2.0
3247,604265.12,4,2,44.02,3,2024,2.0
3248,463314.0,2,3,62.64,3,2024,2.0
3249,278620.0,2,2,32.3,3,2024,2.0
3250,442171.0,2,2,44.29,3,2024,2.0
3251,1231306.11,1,3,67.02,3,2024,2.0
3252,1008906.16,3,2,47.74,3,2024,2.0
3253,414315.82,3,2,40.51,3,2024,2.0
3254,412643.73,1,2,40.57,3,2024,2.0
3255,567279.94,5,3,60.05,3,2024,2.0
3256,950018.05,1,2,50.44,3,2024,2.0
3257,1176339.69,1,3,58.91,3,2024,2.0
3258,787500.0,1,2,51.94,3,2024,2.0
3259,1090400.0,1,3,72.1,3,2024,2.0
3260,1019000.0,4,4,87.5,3,2024,2.0
3261,599000.0,5,3,65.3,3,2024,2.0
3262,700000.0,3,3,48.25,3,2024,2.0
3263,690000.0,8,4,56.39,3,2024,2.0
3264,650000.0,10,4,53.8,3,2024,2.0
3265,433000.0,5,2,44.7,3,2024,2.0
3266,740000.0,1,2,41.88,3,2022,11.0
3267,624000.0,1,3,45.75,11,2018,1.2999999999999972
3268,1080000.0,3,3,52.36,11,2018,1.2999999999999972
3269,700000.0,11,3,46.04,6,2019,2.5999999999999943
3270,610000.0,2,4,44.43,3,2024,2.0
3271,1025000.0,4,3,53.58,3,2024,2.0
3272,708000.0,3,1,33.5,10,2020,3.0999999999999943
3273,582000.0,2,3,45.5,3,2024,2.0
3274,940000.0,4,4,59.89,3,2024,2.0
3275,535000.0,2,1,26.97,3,2024,2.0
3276,1069000.0,4,4,64.76,3,2024,2.0
3277,725000.0,2,3,55.36,3,2024,2.0
3278,444000.0,4,3,39.7,3,2024,2.0
3279,830000.0,10,4,66.4,3,2024,2.0
3280,774000.0,2,2,41.34,3,2024,2.0
3281,510000.0,2,2,32.0,3,2024,2.0
3282,560000.0,11,3,37.18,3,2024,2.0
3283,711000.0,5,3,52.35,3,2024,2.0
3284,860000.0,3,2,41.79,3,2024,2.0
3285,576129.29,3,2,42.81,3,2024,2.0
3286,983000.0,2,2,48.69,3,2024,2.0
3287,362886.0,2,2,39.02,3,2024,2.0
3288,396230.0,3,2,40.1,3,2024,2.0
3289,376337.5,1,2,40.25,3,2024,2.0
3290,675000.0,5,2,47.99,3,2024,2.0
3291,457607.95,4,2,40.66,3,2024,2.0
3292,582120.0,2,3,64.8,3,2024,2.0
3293,658999.8,2,4,78.61,3,2024,2.0
3294,657826.0,3,3,68.17,3,2024,2.0
3295,688790.0,4,4,72.6,3,2024,2.0
3296,698395.3,3,4,75.34,3,2024,2.0
3297,730875.8,2,4,75.46,3,2024,2.0
3298,366654.91,6,1,38.37,3,2024,2.0
3299,560000.0,5,1,30.35,3,2023,16.099999999999994
3300,912441.17,8,4,70.13,3,2024,2.0
3301,600924.0,4,3,52.03,3,2024,2.0
3302,799000.0,1,3,58.2,1,2020,4.299999999999997
3303,570000.0,3,2,36.01,3,2024,2.0
3304,930000.0,1,2,47.14,2,2019,1.2000000000000028
3305,1000000.0,1,2,55.9,3,2024,2.0
3306,1200000.0,7,4,56.48,3,2024,2.0
3307,999000.0,3,3,74.26,4,2018,1.5999999999999943
3308,760000.0,4,2,46.7,4,2020,3.4000000000000057
3309,590000.0,4,1,29.53,3,2024,2.0
3310,1265000.0,14,4,76.92,3,2024,2.0
3311,598000.0,1,3,46.5,3,2024,2.0
3312,1180000.0,2,3,59.75,1,2019,0.7000000000000028
3313,575000.0,9,1,32.17,3,2024,2.0
3314,888000.0,6,2,56.94,3,2024,2.0
3315,600000.0,1,4,47.46,11,2021,7.799999999999997
3316,765000.0,2,3,48.47,3,2024,2.0
3317,752729.76,3,3,55.0,3,2024,2.0
3318,785622.75,2,1,41.65,3,2024,2.0
3319,786642.91,2,1,41.67,3,2024,2.0
3320,787131.48,2,1,41.74,3,2024,2.0
3321,344850.0,6,2,29.87,3,2024,2.0
3322,348910.0,7,2,29.96,3,2024,2.0
3323,378674.15,3,2,30.03,3,2024,2.0
3324,494656.01,4,3,48.8,3,2024,2.0
3325,707538.0,5,3,63.78,3,2024,2.0
3326,323689.0,3,2,37.04,3,2024,2.0
3327,349227.0,5,2,40.66,3,2024,2.0
3328,314133.47,3,1,29.62,3,2024,2.0
3329,870000.0,2,3,51.5,3,2024,2.0
3330,647000.0,2,3,37.08,3,2024,2.0
3331,880000.0,3,4,64.79,3,2024,2.0
3332,665000.0,7,3,49.8,3,2024,2.0
3333,625000.0,3,2,35.86,10,2021,6.799999999999997
3334,700000.0,2,2,39.55,2,2018,1.4000000000000057
3335,645000.0,6,3,45.6,3,2024,2.0
3336,1010000.0,4,4,56.65,3,2024,2.0
3337,720000.0,4,3,55.76,3,2024,2.0
3338,500000.0,4,3,46.9,3,2024,2.0
3339,1200000.0,2,3,72.48,3,2024,2.0
3340,260000.0,6,2,32.9,12,2020,2.4000000000000057
3341,570000.0,1,2,39.13,3,2024,2.0
3342,925000.0,4,3,61.57,3,2024,2.0
3343,570000.0,1,3,36.72,3,2024,2.0
3344,665000.0,2,2,31.25,3,2024,2.0
3345,624500.0,16,3,38.4,3,2024,2.0
3346,720000.0,1,4,57.01,3,2024,2.0
3347,649000.0,2,3,37.08,3,2024,2.0
3348,510000.0,3,2,31.16,3,2024,2.0
3349,960235.83,6,2,58.85,3,2024,2.0
3350,765000.0,4,4,62.7,3,2017,2.0
3351,560000.0,5,2,40.9,3,2024,2.0
3352,543360.0,6,2,48.0,12,2020,2.4000000000000057
3353,641162.0,6,3,56.74,12,2020,2.4000000000000057
3354,540000.0,2,4,47.5,3,2024,2.0
3355,650000.0,4,5,49.5,3,2022,11.0
3356,1115000.0,1,4,61.18,3,2024,2.0
3357,375000.0,2,2,26.2,3,2024,2.0
3358,650000.0,7,4,42.56,3,2024,2.0
3359,940000.0,4,3,66.58,9,2017,2.200000000000003
3360,555177.0,0,3,42.09,3,2024,2.0
3361,393911.94,7,2,37.49,3,2024,2.0
3362,391127.5,8,2,38.05,3,2024,2.0
3363,370961.34,3,2,46.05,3,2024,2.0
3364,895000.0,3,3,57.43,3,2024,2.0
3365,614000.0,4,2,36.92,3,2024,2.0
3366,835000.0,1,3,52.25,3,2024,2.0
3367,437834.0,3,2,38.72,3,2024,2.0
3368,664178.0,7,2,39.94,3,2024,2.0
3369,800000.0,7,3,50.07,3,2024,2.0
3370,700000.0,9,2,46.86,3,2024,2.0
3371,449880.0,5,2,30.53,3,2024,2.0
3372,449336.0,2,2,32.47,3,2024,2.0
3373,918553.6,6,4,70.23,3,2024,2.0
3374,319442.0,9,1,25.52,3,2024,2.0
3375,592013.0,2,2,40.32,3,2024,2.0
3376,595893.0,4,2,42.87,3,2024,2.0
3377,752495.0,5,2,39.92,3,2024,2.0
3378,1170000.0,2,4,68.89,3,2024,2.0
3379,416054.08,5,1,28.78,3,2024,2.0
3380,535193.52,3,2,35.23,3,2024,2.0
3381,541012.38,5,2,35.39,3,2024,2.0
3382,652779.66,2,2,42.93,3,2024,2.0
3383,600000.0,4,2,33.8,3,2024,2.0
3384,896502.5,1,3,70.52,3,2024,2.0
3385,840000.0,3,4,64.7,3,2024,2.0
3386,400000.0,2,2,27.5,3,2024,2.0
3387,1210018.8,4,3,75.7,3,2024,2.0
3388,700000.0,2,3,61.32,12,2020,2.4000000000000057
3389,1130000.0,6,3,57.13,3,2024,2.0
3390,700000.0,2,3,49.78,3,2024,2.0
3391,785000.0,1,5,68.1,3,2024,2.0
3392,600000.0,1,3,86.57,3,2024,2.0
3393,840000.0,6,3,47.93,3,2024,2.0
3394,499000.0,3,2,31.9,1,2018,1.9000000000000057
3395,930000.0,7,2,56.02,3,2024,2.0
3396,885000.0,1,5,58.0,3,2024,2.0
3397,500000.0,4,3,44.02,3,2024,2.0
3398,840000.0,5,3,46.18,3,2024,2.0
3399,829000.0,4,3,45.33,3,2024,2.0
3400,1100542.78,2,3,69.34,2,2024,2.799999999999997
3401,725000.0,5,3,61.88,2,2024,2.799999999999997
3402,430810.23,2,2,37.22,2,2024,2.799999999999997
3403,423219.01,2,2,38.19,2,2024,2.799999999999997
3404,591165.0,4,2,40.77,2,2024,2.799999999999997
3405,1061669.52,4,2,51.48,2,2024,2.799999999999997
3406,720000.0,3,2,47.74,2,2024,2.799999999999997
3407,546851.55,1,2,42.97,2,2024,2.799999999999997
3408,848531.19,1,4,80.14,2,2024,2.799999999999997
3409,661635.39,4,3,71.28,2,2024,2.799999999999997
3410,344203.0,5,1,28.08,2,2024,2.799999999999997
3411,377920.5,8,2,32.95,2,2024,2.799999999999997
3412,449093.73,6,3,42.96,2,2024,2.799999999999997
3413,498287.95,4,3,49.79,2,2024,2.799999999999997
3414,411180.0,5,1,31.15,2,2024,2.799999999999997
3415,422415.0,7,1,31.29,2,2024,2.799999999999997
3416,522895.1,7,1,33.67,2,2024,2.799999999999997
3417,551920.0,2,2,49.1,2,2024,2.799999999999997
3418,700000.0,2,3,57.44,2,2024,2.799999999999997
3419,870000.0,1,5,66.46,2,2024,2.799999999999997
3420,552720.5,2,3,53.7,2,2024,2.799999999999997
3421,898463.4,5,4,90.22,2,2024,2.799999999999997
3422,570000.0,3,4,58.6,2,2024,2.799999999999997
3423,791000.0,5,3,47.36,2,2024,2.799999999999997
3424,721430.0,4,3,61.1,2,2024,2.799999999999997
3425,265036.0,4,1,25.71,2,2024,2.799999999999997
3426,715659.5,6,4,80.51,2,2024,2.799999999999997
3427,690000.0,1,2,36.6,8,2023,10.099999999999994
3428,572400.0,3,2,41.42,2,2024,2.799999999999997
3429,663220.0,2,3,55.56,2,2024,2.799999999999997
3430,550000.0,2,3,52.75,2,2024,2.799999999999997
3431,1150000.0,4,3,63.64,2,2024,2.799999999999997
3432,630000.0,1,4,60.26,2,2024,2.799999999999997
3433,670000.0,4,2,37.4,2,2024,2.799999999999997
3434,747087.42,3,3,62.9,2,2024,2.799999999999997
3435,764267.0,2,3,63.02,2,2024,2.799999999999997
3436,1055000.0,3,4,74.97,2,2024,2.799999999999997
3437,586600.0,5,3,54.62,2,2024,2.799999999999997
3438,960000.0,3,3,46.57,2,2024,2.799999999999997
3439,374948.1,1,2,40.11,2,2024,2.799999999999997
3440,450141.2,2,3,57.17,2,2024,2.799999999999997
3441,606987.6,1,4,78.56,2,2024,2.799999999999997
3442,422335.83,1,2,38.77,2,2024,2.799999999999997
3443,309714.13,5,1,30.02,2,2024,2.799999999999997
3444,533500.0,4,3,57.47,2,2024,2.799999999999997
3445,870000.0,5,3,69.48,2,2024,2.799999999999997
3446,889500.0,3,3,57.4,2,2024,2.799999999999997
3447,690000.0,5,4,49.9,2,2024,2.799999999999997
3448,749000.0,5,2,39.64,7,2021,5.0
3449,799000.0,3,2,39.6,2,2024,2.799999999999997
3450,500000.0,2,3,47.0,2,2024,2.799999999999997
3451,819000.0,3,3,60.4,2,2024,2.799999999999997
3452,390323.77,1,2,40.05,2,2024,2.799999999999997
3453,970000.0,7,2,46.88,2,2024,2.799999999999997
3454,550034.46,5,1,27.81,2,2024,2.799999999999997
3455,845000.0,2,2,39.48,2,2024,2.799999999999997
3456,915339.69,8,2,43.39,2,2024,2.799999999999997
3457,502745.0,2,2,45.85,2,2024,2.799999999999997
3458,372000.0,3,1,29.76,2,2024,2.799999999999997
3459,614054.0,2,3,54.37,2,2024,2.799999999999997
3460,440000.0,1,2,38.12,2,2024,2.799999999999997
3461,599003.93,3,2,46.19,2,2024,2.799999999999997
3462,1000000.0,5,5,85.8,2,2024,2.799999999999997
3463,1250000.0,1,4,68.92,5,2018,1.7000000000000028
3464,885000.0,2,4,67.7,2,2024,2.799999999999997
3465,1310000.0,7,3,62.65,3,2017,2.0
3466,1020000.0,1,3,72.05,2,2024,2.799999999999997
3467,750000.0,1,2,44.24,2,2018,1.4000000000000057
3468,830000.0,4,3,48.93,2,2024,2.799999999999997
3469,730000.0,1,2,36.79,2,2023,18.40000000000001
3470,710000.0,4,2,59.81,2,2024,2.799999999999997
3471,790000.0,4,3,48.42,2,2024,2.799999999999997
3472,477000.0,5,2,26.69,2,2024,2.799999999999997
3473,623000.0,1,2,41.9,2,2024,2.799999999999997
3474,700000.0,5,3,42.1,2,2024,2.799999999999997
3475,547000.0,4,3,51.1,2,2024,2.799999999999997
3476,560000.0,9,1,34.14,2,2024,2.799999999999997
3477,639000.0,5,2,35.68,2,2024,2.799999999999997
3478,880000.0,14,2,49.4,2,2024,2.799999999999997
3479,520000.0,7,3,38.1,2,2024,2.799999999999997
3480,277000.0,7,1,28.2,2,2024,2.799999999999997
3481,662000.0,2,4,56.39,2,2024,2.799999999999997
3482,619000.0,4,2,28.59,2,2024,2.799999999999997
3483,1000000.0,2,3,55.72,11,2016,0.0
3484,733000.0,11,4,48.2,2,2024,2.799999999999997
3485,570000.0,6,3,39.5,2,2024,2.799999999999997
3486,715000.0,2,2,49.01,1,2017,1.7000000000000028
3487,1100000.0,1,4,85.04,3,2019,1.7000000000000028
3488,970000.0,1,3,56.69,2,2024,2.799999999999997
3489,580672.0,4,3,44.0,2,2024,2.799999999999997
3490,685238.0,6,2,35.9,2,2024,2.799999999999997
3491,714186.0,7,2,36.07,2,2024,2.799999999999997
3492,634917.96,1,2,44.04,2,2024,2.799999999999997
3493,940000.0,2,3,64.37,9,2023,8.200000000000003
3494,1038000.0,1,3,56.83,2,2024,2.799999999999997
3495,584591.8,2,2,53.25,2,2024,2.799999999999997
3496,409491.0,2,2,42.19,2,2024,2.799999999999997
3497,684996.0,5,2,38.61,2,2024,2.799999999999997
3498,1017316.0,4,4,70.82,2,2024,2.799999999999997
3499,458651.31,4,2,42.36,2,2024,2.799999999999997
