sale_rcn_id,name,amount,amount_sqm,floor_number,rooms_number,type,currency,size,creation_date,invest_name,invest_city
244494,146502_8.1305.113_BUD.78_LOK,468418.44,13573.41,5,2,mieszkalna,PLN,34.51,2025-05-05,Ulica Lazurowa 21,Warszawa
252710,146502_8.1315.138_BUD.35_LOK,1038512.24,16971.93,2,3,mieszkalna,PLN,61.19,2025-05-05,Ulica Wandy Landowskiej 14,Warszawa
254317,146504_8.0804.43_BUD.15_LOK,717000,20585.7,3,1,mieszkalna,PLN,34.83,2025-05-05,Ulica Michała Oczapowskiego 15,Warszawa
254318,146504_8.0804.43_BUD.44_LOK,641000,21854.76,3,1,mieszkalna,PLN,29.33,2025-05-05,Ulica Michała Oczapowskiego 15,Warszawa
254319,146504_8.0804.43_BUD.56_LOK,621000,21303.6,5,1,mieszkalna,PLN,29.15,2025-05-05,Ulica Michała Oczapowskiego 15,Warszawa
254316,146504_8.0804.43_BUD.6_LOK,1560000,19306.93,2,4,mieszkalna,PLN,80.8,2025-05-05,Ulica Michała Oczapowskiego 15,Warszawa
245332,146504_8.1206.133_BUD.22_LOK,869000,10995.82,4,4,mieszkalna,PLN,79.03,2025-05-05,Ulica Loteryjki 69F,Warszawa
245331,146504_8.1206.132_BUD.15_LOK,723456,12800,3,3,mieszkalna,PLN,56.52,2025-05-05,Ulica Loteryjki 69D,Warszawa
244576,146511_8.0801.186_BUD.1_LOK,1500000,11913.27,1,9,mieszkalna,PLN,125.91,2025-05-05,Ulica Ostródzka 7A,Warszawa
255550,146514_8.1251.93_BUD.1_LOK,700000,13420.25,1,3,mieszkalna,PLN,52.16,2025-05-05,Ulica Lawinowa 5B,Warszawa
251573,146505_8.0516.46_BUD.89_LOK,605000,16351.35,9,3,mieszkalna,PLN,37,2025-05-05,Ulica Jaszowiecka 10,Warszawa
248860,146510_8.0205.25_BUD.5_LOK,840000,17248.46,1,3,mieszkalna,PLN,48.7,2025-05-05,Ulica Nowiniarska 12,Warszawa
238031,146503_8.1612.274_BUD.27_LOK,620000,15531.06,3,2,mieszkalna,PLN,39.92,2025-05-05,Ulica Claudia Monteverdiego 5,Warszawa
